sentence_row,trial_row,participant_id,problem_id,choice,persona,sentence_index,sentence_text,reasoning_char_start,reasoning_char_end,prompt_token_end,model_p_b,question_id,question,choice_map,persona_map,z_maximum_gain,z_minimum_gain,z_maximum_loss,z_minimum_loss,z_sum_two_largest_gains,z_probability_maximum_gain,z_probability_minimum_gain,z_probability_maximum_loss,z_probability_minimum_loss,z_probability_two_largest_gains,z_expected_value,z_entropy,choice_evidence_B,is_masked_conclusion
9144,1076,70379,31,0,Outcome-Focused Decision-Maker,1,"Now, let's consider the potential outcomes here.",167,215,196,0.1645164489746093,Q12,"Which option do you prefer? Option A: 2500.0 dollars with 33.0 % chance, 0.0 dollars with 67.0 % chance. Option B: 2400.0 dollars with 34.0 % chance, 0.0 dollars with 66.0 % chance.",0,Outcome-Focused Decision-Maker,-0.33172545,-0.4665184,0.42092866,0.53489745,-0.11787307,-0.09925394,-0.13896385,-0.031309456,0.11885966,-0.04293874,0.039981753,0.22784787,0.94285667,False
9145,1076,70379,31,0,Outcome-Focused Decision-Maker,2,"With Option A, the extreme value is higher, which is $2500.",217,276,215,0.1645164489746093,Q12,"Which option do you prefer? Option A: 2500.0 dollars with 33.0 % chance, 0.0 dollars with 67.0 % chance. Option B: 2400.0 dollars with 34.0 % chance, 0.0 dollars with 66.0 % chance.",0,Outcome-Focused Decision-Maker,-0.09236187,0.009068845,0.38310987,0.33296487,0.0019283816,0.056249112,-0.020604372,0.12602654,0.23565088,0.09182972,0.05980116,-0.069849364,0.74573773,False
9146,1076,70379,31,0,Outcome-Focused Decision-Maker,3,"It means that if I win, I will win more compared to Option B.",277,338,231,0.1645164489746093,Q12,"Which option do you prefer? Option A: 2500.0 dollars with 33.0 % chance, 0.0 dollars with 67.0 % chance. Option B: 2400.0 dollars with 34.0 % chance, 0.0 dollars with 66.0 % chance.",0,Outcome-Focused Decision-Maker,-0.40418467,-0.2913746,0.140744,0.08878344,-0.40561062,-0.06644423,-0.0840033,0.25223222,0.32378936,-0.16353753,-0.29622036,0.08833811,0.9967814,False
9147,1076,70379,31,0,Outcome-Focused Decision-Maker,4,"On the other hand, Option B offers slightly higher probability of winning but with less money, which is $2400.",339,449,257,0.1645164489746093,Q12,"Which option do you prefer? Option A: 2500.0 dollars with 33.0 % chance, 0.0 dollars with 67.0 % chance. Option B: 2400.0 dollars with 34.0 % chance, 0.0 dollars with 66.0 % chance.",0,Outcome-Focused Decision-Maker,-0.005996093,0.02303096,0.24582158,0.23656373,-0.072414644,-0.07738264,0.13742574,-0.011471927,0.096304506,0.060556352,0.014471769,0.1613312,0.65038157,False
9148,1076,70379,31,0,Outcome-Focused Decision-Maker,5,"In my view, I would prioritize the potential extreme value which could bring a greater outcome.",451,546,276,0.1645164489746093,Q12,"Which option do you prefer? Option A: 2500.0 dollars with 33.0 % chance, 0.0 dollars with 67.0 % chance. Option B: 2400.0 dollars with 34.0 % chance, 0.0 dollars with 66.0 % chance.",0,Outcome-Focused Decision-Maker,-0.48573193,-0.41748387,0.4467995,0.43074566,-0.30565214,0.03161241,0.019354522,-0.072947875,-0.086009935,0.045176372,-0.15026613,0.11954822,0.99712497,False
9149,1076,70379,31,0,Outcome-Focused Decision-Maker,6,"Even though the chance is slightly less, the potential reward is significantly higher.",547,633,291,0.1645164489746093,Q12,"Which option do you prefer? Option A: 2500.0 dollars with 33.0 % chance, 0.0 dollars with 67.0 % chance. Option B: 2400.0 dollars with 34.0 % chance, 0.0 dollars with 66.0 % chance.",0,Outcome-Focused Decision-Maker,-0.34824073,-0.26050892,0.29586184,0.3542976,-0.30630267,-0.13779517,-0.18510854,0.039693177,0.06673922,-0.10001272,-0.053898677,0.26999095,1.0225204,False
9150,1076,70379,31,0,Outcome-Focused Decision-Maker,7,"Therefore, I will choose Option X.",635,669,300,0.1645164489746093,Q12,"Which option do you prefer? Option A: 2500.0 dollars with 33.0 % chance, 0.0 dollars with 67.0 % chance. Option B: 2400.0 dollars with 34.0 % chance, 0.0 dollars with 66.0 % chance.",0,Outcome-Focused Decision-Maker,-0.6340754,-0.61714774,-0.70482314,-0.6323415,-0.4775809,-0.34288496,-0.42132646,0.44307032,-0.095064,-0.42208007,-0.95445776,0.36256912,1.2625926,True
9151,1077,70379,32,0,Outcome-Focused Decision-Maker,0,"Looking at these two options, I see that both have a high probability of resulting in zero dollars.",0,99,155,0.1480471938848495,Q07,"Which option do you prefer? Option A: 4000.0 dollars with 20.0 % chance, 0.0 dollars with 80.0 % chance. Option B: 3000.0 dollars with 25.0 % chance, 0.0 dollars with 75.0 % chance.",0,Outcome-Focused Decision-Maker,-0.549889,-0.72822136,0.23794483,0.54546386,-0.26639193,-0.33374703,-0.5237296,0.24498963,0.14368312,-0.17426711,-0.307963,0.12779489,1.5903611,False
9152,1077,70379,32,0,Outcome-Focused Decision-Maker,1,"However, Option A has a chance of yielding a higher return than Option B.",100,173,171,0.1480471938848495,Q07,"Which option do you prefer? Option A: 4000.0 dollars with 20.0 % chance, 0.0 dollars with 80.0 % chance. Option B: 3000.0 dollars with 25.0 % chance, 0.0 dollars with 75.0 % chance.",0,Outcome-Focused Decision-Maker,-0.5603905,-0.45593584,0.3247127,0.2674008,-0.33259982,0.0037702173,-0.08808154,0.08314225,0.044911668,-0.05444035,-0.27521628,-0.023933277,1.482089,False
9153,1077,70379,32,0,Outcome-Focused Decision-Maker,2,"On the other hand, Option B has a slightly higher chance of giving me some money than Option A, but the amount is less.",174,293,198,0.1480471938848495,Q07,"Which option do you prefer? Option A: 4000.0 dollars with 20.0 % chance, 0.0 dollars with 80.0 % chance. Option B: 3000.0 dollars with 25.0 % chance, 0.0 dollars with 75.0 % chance.",0,Outcome-Focused Decision-Maker,-0.2441361,-0.5998561,0.39070687,0.49037966,-0.0038712807,-0.11917852,-0.1877926,-0.09612175,-0.14273901,0.040497765,-0.03095816,0.64253366,1.5931354,False
9154,1077,70379,32,0,Outcome-Focused Decision-Maker,3,"Given the circumstances, I would prioritize the potential outcome over the probability.",295,382,213,0.1480471938848495,Q07,"Which option do you prefer? Option A: 4000.0 dollars with 20.0 % chance, 0.0 dollars with 80.0 % chance. Option B: 3000.0 dollars with 25.0 % chance, 0.0 dollars with 75.0 % chance.",0,Outcome-Focused Decision-Maker,-0.49878016,-0.399119,0.47224355,0.41314518,-0.3087011,-0.1448494,-0.11987278,0.17942277,0.2427596,-0.00012946129,-0.12623511,0.061969902,1.4330978,False
9155,1077,70379,32,0,Outcome-Focused Decision-Maker,4,"Even though the chance is slightly less with Option A, the potential return is significantly higher.",383,483,231,0.1480471938848495,Q07,"Which option do you prefer? Option A: 4000.0 dollars with 20.0 % chance, 0.0 dollars with 80.0 % chance. Option B: 3000.0 dollars with 25.0 % chance, 0.0 dollars with 75.0 % chance.",0,Outcome-Focused Decision-Maker,-0.28165266,-0.18915644,0.15856037,0.25714418,-0.33297664,-0.1894968,-0.18917048,0.21954408,0.2447695,-0.15661234,-0.2556985,0.17614348,1.4370868,False
9156,1077,70379,32,0,Outcome-Focused Decision-Maker,5,I think it's better to take a gamble on the larger outcome since both options carry a high risk of getting nothing.,484,599,255,0.1480471938848495,Q07,"Which option do you prefer? Option A: 4000.0 dollars with 20.0 % chance, 0.0 dollars with 80.0 % chance. Option B: 3000.0 dollars with 25.0 % chance, 0.0 dollars with 75.0 % chance.",0,Outcome-Focused Decision-Maker,-0.6848225,-0.6492593,0.28057164,0.4792595,-0.3289522,-0.30569756,-0.36107194,-0.41923392,0.1510536,-0.11004564,-0.28870046,0.10040431,1.5797664,False
9157,1077,70379,32,0,Outcome-Focused Decision-Maker,6,"Therefore, I will choose Option X.",602,636,264,0.1480471938848495,Q07,"Which option do you prefer? Option A: 4000.0 dollars with 20.0 % chance, 0.0 dollars with 80.0 % chance. Option B: 3000.0 dollars with 25.0 % chance, 0.0 dollars with 75.0 % chance.",0,Outcome-Focused Decision-Maker,-0.6585582,-0.58632547,-0.4618297,-0.3828808,-0.4329288,-0.33454555,-0.3981498,0.39157346,-0.040852852,-0.374728,-0.7902558,0.37629184,1.7789185,True
9158,1078,70379,33,1,Outcome-Focused Decision-Maker,0,"Looking at both options, I can see that Option A offers a higher potential payout of $4000, but with only an 80% chance.",0,120,155,0.9241418242454528,Q08,"Which option do you prefer? Option A: 4000.0 dollars with 80.0 % chance, 0.0 dollars with 20.0 % chance. Option B: 3000.0 dollars with 100.0 % chance.",1,Outcome-Focused Decision-Maker,0.1805433,0.30127418,4.3600798e-05,-0.08090863,0.04551409,0.08083701,-0.03434655,0.1474339,0.2188539,0.017203331,-0.07097213,-0.035580464,0.18221955,False
9159,1078,70379,33,1,Outcome-Focused Decision-Maker,1,This means there's a 20% chance that I could end up with nothing.,121,186,173,0.9241418242454528,Q08,"Which option do you prefer? Option A: 4000.0 dollars with 80.0 % chance, 0.0 dollars with 20.0 % chance. Option B: 3000.0 dollars with 100.0 % chance.",1,Outcome-Focused Decision-Maker,-0.26567605,-0.29564878,0.25600392,0.25822425,-0.16836761,-0.14188208,0.31367514,-0.13111311,-0.102429785,0.03665863,-0.10088582,-0.10372709,-0.07419252,False
9160,1078,70379,33,1,Outcome-Focused Decision-Maker,2,"On the other hand, Option B offers a guaranteed payout of $3000 with a 100% chance.",187,270,199,0.9241418242454528,Q08,"Which option do you prefer? Option A: 4000.0 dollars with 80.0 % chance, 0.0 dollars with 20.0 % chance. Option B: 3000.0 dollars with 100.0 % chance.",1,Outcome-Focused Decision-Maker,0.12215279,0.21601209,0.5902691,0.53183305,0.13750339,0.30579644,0.4957981,-0.37492788,-0.32684225,0.3395484,0.38302773,-0.06532852,0.4473576,False
9161,1078,70379,33,1,Outcome-Focused Decision-Maker,3,"Even though the expected value of Option A might be higher, there's still that 20% risk of getting nothing.",272,379,225,0.9241418242454528,Q08,"Which option do you prefer? Option A: 4000.0 dollars with 80.0 % chance, 0.0 dollars with 20.0 % chance. Option B: 3000.0 dollars with 100.0 % chance.",1,Outcome-Focused Decision-Maker,-0.16673684,-0.11132413,0.4894357,0.43850285,-0.03271479,0.08808642,0.12737766,-0.25213754,-0.22035035,0.31752622,0.13829193,-0.1707167,0.009035155,False
9162,1078,70379,33,1,Outcome-Focused Decision-Maker,4,This is not appealing to me because I would rather not risk losing everything.,380,458,240,0.9241418242454528,Q08,"Which option do you prefer? Option A: 4000.0 dollars with 80.0 % chance, 0.0 dollars with 20.0 % chance. Option B: 3000.0 dollars with 100.0 % chance.",1,Outcome-Focused Decision-Maker,-0.9420697,-0.8701605,0.008067578,0.41648644,-0.49612916,-0.47094554,-0.6719377,0.20375949,0.27054095,-0.26956424,-0.50784945,-0.45816645,-0.9664943,False
9163,1078,70379,33,1,Outcome-Focused Decision-Maker,5,"On the other hand, Option B is a sure thing.",460,504,253,0.9241418242454528,Q08,"Which option do you prefer? Option A: 4000.0 dollars with 80.0 % chance, 0.0 dollars with 20.0 % chance. Option B: 3000.0 dollars with 100.0 % chance.",1,Outcome-Focused Decision-Maker,-0.19182836,-0.16592465,0.5218483,0.508987,-0.0042365305,0.11541224,0.5464634,-0.34612697,-0.26070243,0.33398956,0.13885474,-0.20485799,0.21280313,False
9164,1078,70379,33,1,Outcome-Focused Decision-Maker,6,I know exactly what I'm getting and there's no risk involved.,505,566,267,0.9241418242454528,Q08,"Which option do you prefer? Option A: 4000.0 dollars with 80.0 % chance, 0.0 dollars with 20.0 % chance. Option B: 3000.0 dollars with 100.0 % chance.",1,Outcome-Focused Decision-Maker,-0.29408258,-0.41774473,0.5234728,0.5133325,-0.1173903,0.115925916,0.52826947,-0.35386926,-0.31258333,0.16017571,0.07763374,-0.038842753,-0.034586094,False
9165,1078,70379,33,1,Outcome-Focused Decision-Maker,7,"Even though the payout is lower, I know for sure that I'm getting something.",567,643,284,0.9241418242454528,Q08,"Which option do you prefer? Option A: 4000.0 dollars with 80.0 % chance, 0.0 dollars with 20.0 % chance. Option B: 3000.0 dollars with 100.0 % chance.",1,Outcome-Focused Decision-Maker,-0.2885953,-0.19159044,0.34637213,0.30256692,-0.23336495,0.2887192,0.28184175,-0.15743048,-0.13435532,0.09882346,-0.188399,-0.12842593,0.056289755,False
9166,1078,70379,33,1,Outcome-Focused Decision-Maker,8,"Taking all this into consideration, I will choose Option X.",645,704,297,0.9241418242454528,Q08,"Which option do you prefer? Option A: 4000.0 dollars with 80.0 % chance, 0.0 dollars with 20.0 % chance. Option B: 3000.0 dollars with 100.0 % chance.",1,Outcome-Focused Decision-Maker,-0.5679805,-0.5949443,-0.2968233,-0.05896902,-0.5122498,-0.3316691,-0.36871988,0.45364365,-0.1595198,-0.3915262,-0.68586814,-0.0315126,-0.70935595,True
9167,1079,70379,34,1,Outcome-Focused Decision-Maker,0,"When looking at these two options, I see that both involve a loss, but the magnitude and certainty of the loss are different.",0,125,147,0.8175744414329529,Q16,"Which option do you prefer? Option A: -1000.0 dollars with 50.0 % chance, 0.0 dollars with 50.0 % chance. Option B: -500.0 dollars with 100.0 % chance.",1,Outcome-Focused Decision-Maker,-0.75373083,-0.7114786,0.23406096,0.57648283,-0.4567479,-0.46304232,-0.4608509,0.12453467,-0.06811236,-0.35309407,-0.4091189,0.21897766,-1.6800473,False
9168,1079,70379,34,1,Outcome-Focused Decision-Maker,1,Option A presents a 50% chance of losing $1000 and a 50% chance of losing nothing.,126,208,174,0.8175744414329529,Q16,"Which option do you prefer? Option A: -1000.0 dollars with 50.0 % chance, 0.0 dollars with 50.0 % chance. Option B: -500.0 dollars with 100.0 % chance.",1,Outcome-Focused Decision-Maker,-0.816437,-0.7189276,0.06368792,0.3935085,-0.4311397,-0.40379375,-0.45917994,0.1839216,0.11316751,-0.22629541,-0.5043633,0.12665962,-1.4294064,False
9169,1079,70379,34,1,Outcome-Focused Decision-Maker,2,"So, there's a possibility that I could walk away without any loss.",209,275,189,0.8175744414329529,Q16,"Which option do you prefer? Option A: -1000.0 dollars with 50.0 % chance, 0.0 dollars with 50.0 % chance. Option B: -500.0 dollars with 100.0 % chance.",1,Outcome-Focused Decision-Maker,0.057884533,-0.45463753,0.44387934,0.5445377,0.15520684,0.16742806,0.112407655,-0.3259574,-0.2854362,0.4202727,0.2842512,0.21238634,-1.9279301,False
9170,1079,70379,34,1,Outcome-Focused Decision-Maker,3,"However, there's also a significant risk that I could lose a large sum of money.",276,356,207,0.8175744414329529,Q16,"Which option do you prefer? Option A: -1000.0 dollars with 50.0 % chance, 0.0 dollars with 50.0 % chance. Option B: -500.0 dollars with 100.0 % chance.",1,Outcome-Focused Decision-Maker,-0.23966663,-0.17107043,-0.023437649,0.04301569,-0.21345685,-0.3071987,-0.35240757,0.22727528,0.06625518,-0.17161527,-0.39887226,-0.039103325,-1.1353819,False
9171,1079,70379,34,1,Outcome-Focused Decision-Maker,4,"On the other hand, Option B involves a certain loss of $500.",359,419,225,0.8175744414329529,Q16,"Which option do you prefer? Option A: -1000.0 dollars with 50.0 % chance, 0.0 dollars with 50.0 % chance. Option B: -500.0 dollars with 100.0 % chance.",1,Outcome-Focused Decision-Maker,-0.20818494,-0.06949291,-0.3517032,-0.51830107,-0.49494737,-0.06715213,-0.066455156,0.27322352,0.2656632,-0.24008128,-0.58352566,0.01593021,-0.72555023,False
9172,1079,70379,34,1,Outcome-Focused Decision-Maker,5,"There's no chance of losing more, but also no chance of losing less or walking away without a loss.",420,519,247,0.8175744414329529,Q16,"Which option do you prefer? Option A: -1000.0 dollars with 50.0 % chance, 0.0 dollars with 50.0 % chance. Option B: -500.0 dollars with 100.0 % chance.",1,Outcome-Focused Decision-Maker,-0.20822349,-1.0151265,0.30560791,0.62891525,0.067654595,-0.13436224,-0.20916343,-0.035941318,-0.26729068,0.029378861,-0.20823325,-0.24971941,-1.6360357,False
9173,1079,70379,34,1,Outcome-Focused Decision-Maker,6,This option presents a sure but smaller loss.,520,565,256,0.8175744414329529,Q16,"Which option do you prefer? Option A: -1000.0 dollars with 50.0 % chance, 0.0 dollars with 50.0 % chance. Option B: -500.0 dollars with 100.0 % chance.",1,Outcome-Focused Decision-Maker,-0.48578355,-0.39268032,0.25907987,0.2368262,-0.29994434,-0.10331042,-0.12272218,0.069452345,0.20337303,-0.05809313,-0.1582932,-0.2544634,-1.1444764,False
9174,1079,70379,34,1,Outcome-Focused Decision-Maker,7,"In weighing these two options, I consider the potential outcomes and their extreme values.",567,657,273,0.8175744414329529,Q16,"Which option do you prefer? Option A: -1000.0 dollars with 50.0 % chance, 0.0 dollars with 50.0 % chance. Option B: -500.0 dollars with 100.0 % chance.",1,Outcome-Focused Decision-Maker,-0.049740087,-0.33965728,0.48538345,0.4765809,0.034940913,0.25864398,0.27305764,-0.22773953,-0.16032039,0.18445438,0.25360638,0.13808881,-1.7511399,False
9175,1079,70379,34,1,Outcome-Focused Decision-Maker,8,"Option A carries the risk of a high loss, while Option B ensures a smaller, more manageable loss.",658,755,294,0.8175744414329529,Q16,"Which option do you prefer? Option A: -1000.0 dollars with 50.0 % chance, 0.0 dollars with 50.0 % chance. Option B: -500.0 dollars with 100.0 % chance.",1,Outcome-Focused Decision-Maker,-0.36998668,-0.3021733,0.33540446,0.37023935,-0.29811674,-0.0300152,-0.04204753,-0.1692986,-0.005853787,0.034295827,-0.13099606,-0.041550174,-1.5172613,False
9176,1079,70379,34,1,Outcome-Focused Decision-Maker,9,"While it's true that Option A has a potential positive outcome (losing nothing), the possible loss is too high for me to comfortably take on.",756,897,323,0.8175744414329529,Q16,"Which option do you prefer? Option A: -1000.0 dollars with 50.0 % chance, 0.0 dollars with 50.0 % chance. Option B: -500.0 dollars with 100.0 % chance.",1,Outcome-Focused Decision-Maker,-0.7553875,-0.6883905,-0.21642289,0.24812587,-0.46249974,-0.34494406,-0.49170893,-0.36388767,0.65622365,-0.23144957,-0.44081533,-0.4352133,-1.0918283,False
9177,1079,70379,34,1,Outcome-Focused Decision-Maker,10,"Therefore, I will choose Option X.",899,933,332,0.8175744414329529,Q16,"Which option do you prefer? Option A: -1000.0 dollars with 50.0 % chance, 0.0 dollars with 50.0 % chance. Option B: -500.0 dollars with 100.0 % chance.",1,Outcome-Focused Decision-Maker,-0.5801103,-0.7358637,-0.4573854,-0.3126341,-0.4140733,-0.33129793,-0.41639924,0.64537716,-0.18409725,-0.3877422,-0.82136285,-0.05739449,-0.858098,True
9178,1079,70379,34,1,Outcome-Focused Decision-Maker,11,The guaranteed smaller loss is preferable to the risk of losing twice as much.,934,1012,347,0.8175744414329529,Q16,"Which option do you prefer? Option A: -1000.0 dollars with 50.0 % chance, 0.0 dollars with 50.0 % chance. Option B: -500.0 dollars with 100.0 % chance.",1,Outcome-Focused Decision-Maker,-0.8639009,-0.77484834,-0.062323898,0.12824011,-0.537607,-0.43234575,-0.57454455,0.5468422,0.26180696,-0.27796832,-0.6583077,-0.36470017,-0.81500614,False
